GBD Cause,Parameter,Region,Country ISO3 Code,Sex,Year Start,Year End,Age Start,Age End,Parameter Value,Standard Error,Units,,authors,casedef,citation,country,country2,ct,dataend,datastart,dateabs,design,effective_sample_size,ignore,lab,ldi_id,ldi_id_updated_7july2011,oldestage,otherdef,overallseroprevalence,pmid,popdescription,poptype,se,sero,seroage_start,seron,seroncases_calculated,serontot,serototal,title,ve,youngestage
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,8,8,0.92,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,92,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,92%,8 yrs,92,84.64,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,11,11,0.945,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,115,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,94.50%,11 yrs,115,108.675,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,15,15,0.948,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,92,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,94.80%,15 yrs,92,87.216,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,12,12,0.95,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,116,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,95%,12 yrs,116,110.2,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,20,24,0.952,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,173,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,95.20%,20-24 yrs,173,164.696,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,13,13,0.953,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,100,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,95.30%,13 yrs,100,95.3,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,16,16,0.955,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,73,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,95.50%,16 yrs,73,69.715,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,17,17,0.955,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,75,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,95.50%,17 yrs,75,71.625,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,25,29,0.955,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,206,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,95.50%,25-29 yrs,206,196.73,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,9,9,0.965,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,94,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,96.50%,9 yrs,94,90.71,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,19,19,0.968,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,67,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,96.80%,19 yrs,67,64.856,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,10,10,0.975,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,97,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,97.50%,10 yrs,97,94.575,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,14,14,0.99,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,104,,,3.883087302,2.363209823,,anti-VZV IgG measurement,2583,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,99%,14 yrs,104,102.96,"2,679",,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,18,18,0.99,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,80,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,99%,18 yrs,80,79.2,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,30,34,0.99,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,188,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,99%,30-34  yrs,188,186.12,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,35,39,0.993,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,169,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,99.30%,35-39 yrs,169,167.817,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,40,49,0.995,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,189,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,99.50%,40-49 yrs,189,188.055,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,50,59,0.995,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,187,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,99.50%,50-59 yrs,187,186.065,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Europe, Western",LUX,all,2000,2002,60,69,1,-99,1,,"Mossong, J.
Putz, L.
Schneider, F.",Laboratory Confirmed,"Mossong, J., L. Putz, et al. (2004). ""Seroprevalence and force of infection of varicella-zoster virus in Luxembourg."" Epidemiol Infect 132(6): 1121-7.",Luxembourg,,FALSE,12/31/2002,01/01/2000,6/08/2008,Cross Sectional,186,,,3.883087302,2.363209823,,anti-VZV IgG measurement,,15635970,"children attending primary and secondary school throughout Luxembourg, random sample of adult blood donors, adult volunteers undergoing routine blood testing at the NHL, & adults undergoing compulsory premarital blood testing, & hospitalization records",Other,,100%,60+ yrs,186,186,,,Seroprevalence and force of infection of varicella-zoster virus in Luxembourg,FALSE,4
Varicella,prevalence data,"Latin America, Central",MEX,all,2000,2000,31,40,0.027624309,-99,1,,"Danovaro-Holliday, M. C.
Gordon, E. R.
Jumaan, A. O., et al.",Laboratory Confirmed,"Danovaro-Holliday, M. C., E. R. Gordon, et al. (2004). ""High rate of varicella complications among Mexican-born adults in Alabama."" Clin Infect Dis 39(11): 1633-9.",Mexico,United States of America,FALSE,06/30/2000,04/01/2000,17/08/2008,Outbreak,181,,5000.00%,0.002120176,0.00046411,,,49,15578363,all individuals living within the outbreak area and who presented with generalized maculopapulovesicular rash during the study period,Outpatient,,5,30+ yrs,181,,461,,High rate of varicella complications among Mexican-born adults in Alabama,FALSE,
Varicella,prevalence data,"Latin America, Central",MEX,all,2000,2000,0,20,0.16,-99,1,,"Danovaro-Holliday, M. C.
Gordon, E. R.
Jumaan, A. O., et al.",Laboratory Confirmed,"Danovaro-Holliday, M. C., E. R. Gordon, et al. (2004). ""High rate of varicella complications among Mexican-born adults in Alabama."" Clin Infect Dis 39(11): 1633-9.",Mexico,United States of America,FALSE,06/30/2000,04/01/2000,17/08/2008,Outbreak,75,,5000.00%,0.002120176,0.00046411,,,49,15578363,all individuals living within the outbreak area and who presented with generalized maculopapulovesicular rash during the study period,Outpatient,,12,<20 yrs,75,,461,,High rate of varicella complications among Mexican-born adults in Alabama,FALSE,
Varicella,prevalence data,"Latin America, Central",MEX,all,2000,2000,21,30,0.163265306,-99,1,,"Danovaro-Holliday, M. C.
Gordon, E. R.
Jumaan, A. O., et al.",Laboratory Confirmed,"Danovaro-Holliday, M. C., E. R. Gordon, et al. (2004). ""High rate of varicella complications among Mexican-born adults in Alabama."" Clin Infect Dis 39(11): 1633-9.",Mexico,United States of America,FALSE,06/30/2000,04/01/2000,17/08/2008,Outbreak,196,,5000.00%,0.002120176,0.00046411,,,49,15578363,all individuals living within the outbreak area and who presented with generalized maculopapulovesicular rash during the study period,Outpatient,,32,21-30 yrs,196,,461,,High rate of varicella complications among Mexican-born adults in Alabama,FALSE,
Varicella,prevalence data,"Latin America, Central",MEX,all,1987,1988,1,4,0.826530612,-99,1,,"Alvarez y Munoz, M. T.
Torres, J.
Damasio-Santana, L., et al.",Lab or Epidemiological,"Alvarez y Munoz, M. T., J. Torres, et al. (1999). ""Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico."" Arch Med Res 30(1): 60-3.",Mexico,,FALSE,12/31/1988,01/01/1987,7/08/2008,Cross Sectional,98,,,-0.053624586,-0.049015362,29,ELISA,3273,10071427,"representative sample of the entire population of Mexico, stratified by age, geographic zone, and socioeconomic status",Other,,81,1-4 yrs,98,,"3,737",,Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico,FALSE,1
Varicella,prevalence data,"Latin America, Central",MEX,all,1987,1988,5,9,0.811912226,-99,1,,"Alvarez y Munoz, M. T.
Torres, J.
Damasio-Santana, L., et al.",Lab or Epidemiological,"Alvarez y Munoz, M. T., J. Torres, et al. (1999). ""Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico."" Arch Med Res 30(1): 60-3.",Mexico,,FALSE,12/31/1988,01/01/1987,7/08/2008,Cross Sectional,319,,,-0.053624586,-0.049015362,29,ELISA,3273,10071427,"representative sample of the entire population of Mexico, stratified by age, geographic zone, and socioeconomic status",Other,,259,5-9 yrs,319,,"3,737",,Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico,FALSE,1
Varicella,prevalence data,"Latin America, Central",MEX,all,1987,1988,10,14,0.826347305,-99,1,,"Alvarez y Munoz, M. T.
Torres, J.
Damasio-Santana, L., et al.",Lab or Epidemiological,"Alvarez y Munoz, M. T., J. Torres, et al. (1999). ""Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico."" Arch Med Res 30(1): 60-3.",Mexico,,FALSE,12/31/1988,01/01/1987,7/08/2008,Cross Sectional,334,,,-0.053624586,-0.049015362,29,ELISA,3273,10071427,"representative sample of the entire population of Mexico, stratified by age, geographic zone, and socioeconomic status",Other,,276,10-14 yrs,334,,"3,737",,Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico,FALSE,1
Varicella,prevalence data,"Latin America, Central",MEX,all,1987,1988,25,29,0.94795539,-99,1,,"Alvarez y Munoz, M. T.
Torres, J.
Damasio-Santana, L., et al.",Lab or Epidemiological,"Alvarez y Munoz, M. T., J. Torres, et al. (1999). ""Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico."" Arch Med Res 30(1): 60-3.",Mexico,,FALSE,12/31/1988,01/01/1987,7/08/2008,Cross Sectional,807,,,-0.053624586,-0.049015362,29,ELISA,3273,10071427,"representative sample of the entire population of Mexico, stratified by age, geographic zone, and socioeconomic status",Other,,765,25-29 yrs,807,,"3,737",,Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico,FALSE,1
Varicella,prevalence data,"Latin America, Central",MEX,all,1987,1988,20,24,0.915550978,-99,1,,"Alvarez y Munoz, M. T.
Torres, J.
Damasio-Santana, L., et al.",Lab or Epidemiological,"Alvarez y Munoz, M. T., J. Torres, et al. (1999). ""Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico."" Arch Med Res 30(1): 60-3.",Mexico,,FALSE,12/31/1988,01/01/1987,7/08/2008,Cross Sectional,971,,,-0.053624586,-0.049015362,29,ELISA,3273,10071427,"representative sample of the entire population of Mexico, stratified by age, geographic zone, and socioeconomic status",Other,,889,20-24 yrs,971,,"3,737",,Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico,FALSE,1
Varicella,prevalence data,"Latin America, Central",MEX,all,1987,1988,15,19,0.830298013,-99,1,,"Alvarez y Munoz, M. T.
Torres, J.
Damasio-Santana, L., et al.",Lab or Epidemiological,"Alvarez y Munoz, M. T., J. Torres, et al. (1999). ""Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico."" Arch Med Res 30(1): 60-3.",Mexico,,FALSE,12/31/1988,01/01/1987,7/08/2008,Cross Sectional,1208,,,-0.053624586,-0.049015362,29,ELISA,3273,10071427,"representative sample of the entire population of Mexico, stratified by age, geographic zone, and socioeconomic status",Other,,1003,15-19 yrs,1208,,"3,737",,Susceptibility to varicella-zoster infection in individuals 1 to 29 years of age in Mexico,FALSE,1
Varicella,prevalence data,"Asia, South",PAK,all,1997,1998,0,5,0.284,-99,1,,"Akram, D. S.
Qureshi, H.
Mahmud, A., et al.",Lab or Epidemiological,"Akram, D. S., H. Qureshi, et al. (2000). ""Seroepidemiology of varicella-zoster in Pakistan."" Southeast Asian J Trop Med Public Health 31(4): 646-9.",Pakistan,,FALSE,03/31/1998,12/01/1997,5/08/2008,Cross Sectional,317,,,-0.496951715,-0.452662551,,ELISA,600,11414405,"healthy individuals were recruited at six study centers located in four different regions of Pakistan. Subjects were included from baby clinics, elementary schools, banks, offices, factories, and universities",Other,,28.40%,0-5 yrs,317,90.028,"1,435",,Seroepidemiology of varicella-zoster in Pakistan,FALSE,
Varicella,prevalence data,"Asia, South",PAK,all,1997,1998,6,10,0.415,-99,1,,"Akram, D. S.
Qureshi, H.
Mahmud, A., et al.",Lab or Epidemiological,"Akram, D. S., H. Qureshi, et al. (2000). ""Seroepidemiology of varicella-zoster in Pakistan."" Southeast Asian J Trop Med Public Health 31(4): 646-9.",Pakistan,,FALSE,03/31/1998,12/01/1997,5/08/2008,Cross Sectional,316,,,-0.496951715,-0.452662551,,ELISA,600,11414405,"healthy individuals were recruited at six study centers located in four different regions of Pakistan. Subjects were included from baby clinics, elementary schools, banks, offices, factories, and universities",Other,,41.50%,6-10 yrs,316,131.14,"1,435",,Seroepidemiology of varicella-zoster in Pakistan,FALSE,
Varicella,prevalence data,"Asia, South",PAK,all,1997,1998,11,15,0.425,-99,1,,"Akram, D. S.
Qureshi, H.
Mahmud, A., et al.",Lab or Epidemiological,"Akram, D. S., H. Qureshi, et al. (2000). ""Seroepidemiology of varicella-zoster in Pakistan."" Southeast Asian J Trop Med Public Health 31(4): 646-9.",Pakistan,,FALSE,03/31/1998,12/01/1997,5/08/2008,Cross Sectional,327,,,-0.496951715,-0.452662551,,ELISA,600,11414405,"healthy individuals were recruited at six study centers located in four different regions of Pakistan. Subjects were included from baby clinics, elementary schools, banks, offices, factories, and universities",Other,,42.50%,11-15 yrs,327,138.975,"1,435",,Seroepidemiology of varicella-zoster in Pakistan,FALSE,
Varicella,prevalence data,"Asia, South",PAK,all,1997,1998,16,20,0.467,-99,1,,"Akram, D. S.
Qureshi, H.
Mahmud, A., et al.",Lab or Epidemiological,"Akram, D. S., H. Qureshi, et al. (2000). ""Seroepidemiology of varicella-zoster in Pakistan."" Southeast Asian J Trop Med Public Health 31(4): 646-9.",Pakistan,,FALSE,03/31/1998,12/01/1997,5/08/2008,Cross Sectional,212,,,-0.496951715,-0.452662551,,ELISA,600,11414405,"healthy individuals were recruited at six study centers located in four different regions of Pakistan. Subjects were included from baby clinics, elementary schools, banks, offices, factories, and universities",Other,,46.70%,16-20 yrs,212,99.004,"1,435",,Seroepidemiology of varicella-zoster in Pakistan,FALSE,
Varicella,prevalence data,"Asia, South",PAK,all,1997,1998,21,30,0.536,-99,1,,"Akram, D. S.
Qureshi, H.
Mahmud, A., et al.",Lab or Epidemiological,"Akram, D. S., H. Qureshi, et al. (2000). ""Seroepidemiology of varicella-zoster in Pakistan."" Southeast Asian J Trop Med Public Health 31(4): 646-9.",Pakistan,,FALSE,03/31/1998,12/01/1997,5/08/2008,Cross Sectional,263,,,-0.496951715,-0.452662551,,ELISA,600,11414405,"healthy individuals were recruited at six study centers located in four different regions of Pakistan. Subjects were included from baby clinics, elementary schools, banks, offices, factories, and universities",Other,,53.60%,21-30 yrs,263,140.968,"1,435",,Seroepidemiology of varicella-zoster in Pakistan,FALSE,
Varicella,prevalence data,North Africa/Middle East,SAU,all,1986,1986,6,9,0.735294118,-99,1,,"Hossain, A.",Lab or Epidemiological,"Hossain, A. (1989). ""Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia."" J Trop Pediatr 35(4): 171-4.",Saudi Arabia,,FALSE,does not state,does not state,28/07/2008,Cross Sectional,68,,,0.805298079,0.710442641,,,572,2810461,Sera were tested from children aged 1-15 attending two university hospitals in Riyadh for unrelated health problems and from healthy male blood donors and antenatal clinic  patients was tested for antibodies to VZV,Outpatient,,50,6-9 yrs,68,,696,,Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia,FALSE,
Varicella,prevalence data,North Africa/Middle East,SAU,all,1986,1986,10,15,0.841463415,-99,1,,"Hossain, A.",Lab or Epidemiological,"Hossain, A. (1989). ""Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia."" J Trop Pediatr 35(4): 171-4.",Saudi Arabia,,FALSE,does not state,does not state,28/07/2008,Cross Sectional,82,,,0.805298079,0.710442641,,,572,2810461,Sera were tested from children aged 1-15 attending two university hospitals in Riyadh for unrelated health problems and from healthy male blood donors and antenatal clinic  patients was tested for antibodies to VZV,Outpatient,,69,10-15 yrs,82,,696,,Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia,FALSE,
Varicella,prevalence data,North Africa/Middle East,SAU,all,1986,1986,16,25,0.866141732,-99,1,,"Hossain, A.",Lab or Epidemiological,"Hossain, A. (1989). ""Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia."" J Trop Pediatr 35(4): 171-4.",Saudi Arabia,,FALSE,does not state,does not state,28/07/2008,Cross Sectional,127,,,0.805298079,0.710442641,,,572,2810461,Sera were tested from children aged 1-15 attending two university hospitals in Riyadh for unrelated health problems and from healthy male blood donors and antenatal clinic  patients was tested for antibodies to VZV,Outpatient,,110,16-25 yrs,127,,696,,Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia,FALSE,
Varicella,prevalence data,North Africa/Middle East,SAU,all,1986,1986,26,35,0.917475728,-99,1,,"Hossain, A.",Lab or Epidemiological,"Hossain, A. (1989). ""Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia."" J Trop Pediatr 35(4): 171-4.",Saudi Arabia,,FALSE,does not state,does not state,28/07/2008,Cross Sectional,206,,,0.805298079,0.710442641,,,572,2810461,Sera were tested from children aged 1-15 attending two university hospitals in Riyadh for unrelated health problems and from healthy male blood donors and antenatal clinic  patients was tested for antibodies to VZV,Outpatient,,189,26-35 yrs,206,,696,,Herpes simplex virus type 1 (HSV-1) and varicella-zoster virus (VZV) infections in Saudi Arabia,FALSE,
